"Notes"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"35-44 years"	"35-44"	"2011"	"2011"	"Jan., 2011"	"2011/01"	527	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2011"	"2011"	"Feb., 2011"	"2011/02"	465	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2011"	"2011"	"Mar., 2011"	"2011/03"	559	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2011"	"2011"	"Apr., 2011"	"2011/04"	528	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2011"	"2011"	"May, 2011"	"2011/05"	594	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2011"	"2011"	"Jun., 2011"	"2011/06"	539	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2011"	"2011"	"Jul., 2011"	"2011/07"	633	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2011"	"2011"	"Aug., 2011"	"2011/08"	575	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2011"	"2011"	"Sep., 2011"	"2011/09"	557	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2011"	"2011"	"Oct., 2011"	"2011/10"	586	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2011"	"2011"	"Nov., 2011"	"2011/11"	519	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2011"	"2011"	"Dec., 2011"	"2011/12"	506	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2012"	"2012"	"Jan., 2012"	"2012/01"	518	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2012"	"2012"	"Feb., 2012"	"2012/02"	546	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2012"	"2012"	"Mar., 2012"	"2012/03"	558	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2012"	"2012"	"Apr., 2012"	"2012/04"	591	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2012"	"2012"	"May, 2012"	"2012/05"	607	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2012"	"2012"	"Jun., 2012"	"2012/06"	564	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2012"	"2012"	"Jul., 2012"	"2012/07"	626	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2012"	"2012"	"Aug., 2012"	"2012/08"	610	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2012"	"2012"	"Sep., 2012"	"2012/09"	560	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2012"	"2012"	"Oct., 2012"	"2012/10"	525	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2012"	"2012"	"Nov., 2012"	"2012/11"	544	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2012"	"2012"	"Dec., 2012"	"2012/12"	491	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2013"	"2013"	"Jan., 2013"	"2013/01"	533	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2013"	"2013"	"Feb., 2013"	"2013/02"	496	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2013"	"2013"	"Mar., 2013"	"2013/03"	563	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2013"	"2013"	"Apr., 2013"	"2013/04"	533	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2013"	"2013"	"May, 2013"	"2013/05"	575	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2013"	"2013"	"Jun., 2013"	"2013/06"	563	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2013"	"2013"	"Jul., 2013"	"2013/07"	585	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2013"	"2013"	"Aug., 2013"	"2013/08"	587	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2013"	"2013"	"Sep., 2013"	"2013/09"	530	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2013"	"2013"	"Oct., 2013"	"2013/10"	541	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2013"	"2013"	"Nov., 2013"	"2013/11"	500	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2013"	"2013"	"Dec., 2013"	"2013/12"	533	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2014"	"2014"	"Jan., 2014"	"2014/01"	550	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2014"	"2014"	"Feb., 2014"	"2014/02"	481	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2014"	"2014"	"Mar., 2014"	"2014/03"	534	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2014"	"2014"	"Apr., 2014"	"2014/04"	545	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2014"	"2014"	"May, 2014"	"2014/05"	584	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2014"	"2014"	"Jun., 2014"	"2014/06"	550	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2014"	"2014"	"Jul., 2014"	"2014/07"	480	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2014"	"2014"	"Aug., 2014"	"2014/08"	663	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2014"	"2014"	"Sep., 2014"	"2014/09"	642	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2014"	"2014"	"Oct., 2014"	"2014/10"	618	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2014"	"2014"	"Nov., 2014"	"2014/11"	521	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2014"	"2014"	"Dec., 2014"	"2014/12"	537	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2015"	"2015"	"Jan., 2015"	"2015/01"	563	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2015"	"2015"	"Feb., 2015"	"2015/02"	530	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2015"	"2015"	"Mar., 2015"	"2015/03"	639	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2015"	"2015"	"Apr., 2015"	"2015/04"	546	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2015"	"2015"	"May, 2015"	"2015/05"	634	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2015"	"2015"	"Jun., 2015"	"2015/06"	608	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2015"	"2015"	"Jul., 2015"	"2015/07"	619	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2015"	"2015"	"Aug., 2015"	"2015/08"	640	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2015"	"2015"	"Sep., 2015"	"2015/09"	552	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2015"	"2015"	"Oct., 2015"	"2015/10"	590	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2015"	"2015"	"Nov., 2015"	"2015/11"	482	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2015"	"2015"	"Dec., 2015"	"2015/12"	526	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2016"	"2016"	"Jan., 2016"	"2016/01"	547	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2016"	"2016"	"Feb., 2016"	"2016/02"	514	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2016"	"2016"	"Mar., 2016"	"2016/03"	590	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2016"	"2016"	"Apr., 2016"	"2016/04"	584	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2016"	"2016"	"May, 2016"	"2016/05"	560	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2016"	"2016"	"Jun., 2016"	"2016/06"	626	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2016"	"2016"	"Jul., 2016"	"2016/07"	686	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2016"	"2016"	"Aug., 2016"	"2016/08"	655	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2016"	"2016"	"Sep., 2016"	"2016/09"	598	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2016"	"2016"	"Oct., 2016"	"2016/10"	594	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2016"	"2016"	"Nov., 2016"	"2016/11"	523	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2016"	"2016"	"Dec., 2016"	"2016/12"	536	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2017"	"2017"	"Jan., 2017"	"2017/01"	603	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2017"	"2017"	"Feb., 2017"	"2017/02"	512	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2017"	"2017"	"Mar., 2017"	"2017/03"	554	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2017"	"2017"	"Apr., 2017"	"2017/04"	581	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2017"	"2017"	"May, 2017"	"2017/05"	648	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2017"	"2017"	"Jun., 2017"	"2017/06"	615	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2017"	"2017"	"Jul., 2017"	"2017/07"	686	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2017"	"2017"	"Aug., 2017"	"2017/08"	682	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2017"	"2017"	"Sep., 2017"	"2017/09"	644	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2017"	"2017"	"Oct., 2017"	"2017/10"	630	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2017"	"2017"	"Nov., 2017"	"2017/11"	606	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2017"	"2017"	"Dec., 2017"	"2017/12"	562	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2018"	"2018"	"Jan., 2018"	"2018/01"	591	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2018"	"2018"	"Feb., 2018"	"2018/02"	538	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2018"	"2018"	"Mar., 2018"	"2018/03"	603	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2018"	"2018"	"Apr., 2018"	"2018/04"	619	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2018"	"2018"	"May, 2018"	"2018/05"	656	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2018"	"2018"	"Jun., 2018"	"2018/06"	711	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2018"	"2018"	"Jul., 2018"	"2018/07"	719	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2018"	"2018"	"Aug., 2018"	"2018/08"	684	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2018"	"2018"	"Sep., 2018"	"2018/09"	664	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2018"	"2018"	"Oct., 2018"	"2018/10"	621	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2018"	"2018"	"Nov., 2018"	"2018/11"	555	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2018"	"2018"	"Dec., 2018"	"2018/12"	558	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2019"	"2019"	"Jan., 2019"	"2019/01"	609	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2019"	"2019"	"Feb., 2019"	"2019/02"	559	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2019"	"2019"	"Mar., 2019"	"2019/03"	629	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2019"	"2019"	"Apr., 2019"	"2019/04"	628	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2019"	"2019"	"May, 2019"	"2019/05"	630	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2019"	"2019"	"Jun., 2019"	"2019/06"	605	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2019"	"2019"	"Jul., 2019"	"2019/07"	688	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2019"	"2019"	"Aug., 2019"	"2019/08"	714	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2019"	"2019"	"Sep., 2019"	"2019/09"	709	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2019"	"2019"	"Oct., 2019"	"2019/10"	645	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2019"	"2019"	"Nov., 2019"	"2019/11"	549	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"2019"	"2019"	"Dec., 2019"	"2019/12"	551	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"1999"	"1999"	"Jan., 1999"	"1999/01"	396	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"1999"	"1999"	"Feb., 1999"	"1999/02"	395	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"1999"	"1999"	"Mar., 1999"	"1999/03"	409	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"1999"	"1999"	"Apr., 1999"	"1999/04"	406	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"1999"	"1999"	"May, 1999"	"1999/05"	459	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"1999"	"1999"	"Jun., 1999"	"1999/06"	435	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"1999"	"1999"	"Jul., 1999"	"1999/07"	452	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"1999"	"1999"	"Aug., 1999"	"1999/08"	423	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"1999"	"1999"	"Sep., 1999"	"1999/09"	401	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"1999"	"1999"	"Oct., 1999"	"1999/10"	460	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"1999"	"1999"	"Nov., 1999"	"1999/11"	454	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"1999"	"1999"	"Dec., 1999"	"1999/12"	391	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2000"	"2000"	"Jan., 2000"	"2000/01"	476	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2000"	"2000"	"Feb., 2000"	"2000/02"	421	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2000"	"2000"	"Mar., 2000"	"2000/03"	485	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2000"	"2000"	"Apr., 2000"	"2000/04"	483	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2000"	"2000"	"May, 2000"	"2000/05"	453	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2000"	"2000"	"Jun., 2000"	"2000/06"	448	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2000"	"2000"	"Jul., 2000"	"2000/07"	452	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2000"	"2000"	"Aug., 2000"	"2000/08"	460	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2000"	"2000"	"Sep., 2000"	"2000/09"	422	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2000"	"2000"	"Oct., 2000"	"2000/10"	468	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2000"	"2000"	"Nov., 2000"	"2000/11"	435	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2000"	"2000"	"Dec., 2000"	"2000/12"	426	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2001"	"2001"	"Jan., 2001"	"2001/01"	502	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2001"	"2001"	"Feb., 2001"	"2001/02"	455	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2001"	"2001"	"Mar., 2001"	"2001/03"	446	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2001"	"2001"	"Apr., 2001"	"2001/04"	516	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2001"	"2001"	"May, 2001"	"2001/05"	519	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2001"	"2001"	"Jun., 2001"	"2001/06"	488	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2001"	"2001"	"Jul., 2001"	"2001/07"	532	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2001"	"2001"	"Aug., 2001"	"2001/08"	524	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2001"	"2001"	"Sep., 2001"	"2001/09"	484	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2001"	"2001"	"Oct., 2001"	"2001/10"	524	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2001"	"2001"	"Nov., 2001"	"2001/11"	453	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2001"	"2001"	"Dec., 2001"	"2001/12"	474	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2002"	"2002"	"Jan., 2002"	"2002/01"	544	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2002"	"2002"	"Feb., 2002"	"2002/02"	470	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2002"	"2002"	"Mar., 2002"	"2002/03"	516	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2002"	"2002"	"Apr., 2002"	"2002/04"	562	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2002"	"2002"	"May, 2002"	"2002/05"	508	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2002"	"2002"	"Jun., 2002"	"2002/06"	488	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2002"	"2002"	"Jul., 2002"	"2002/07"	551	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2002"	"2002"	"Aug., 2002"	"2002/08"	570	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2002"	"2002"	"Sep., 2002"	"2002/09"	534	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2002"	"2002"	"Oct., 2002"	"2002/10"	520	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2002"	"2002"	"Nov., 2002"	"2002/11"	506	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2002"	"2002"	"Dec., 2002"	"2002/12"	526	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2003"	"2003"	"Jan., 2003"	"2003/01"	541	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2003"	"2003"	"Feb., 2003"	"2003/02"	471	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2003"	"2003"	"Mar., 2003"	"2003/03"	583	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2003"	"2003"	"Apr., 2003"	"2003/04"	547	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2003"	"2003"	"May, 2003"	"2003/05"	617	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2003"	"2003"	"Jun., 2003"	"2003/06"	544	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2003"	"2003"	"Jul., 2003"	"2003/07"	600	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2003"	"2003"	"Aug., 2003"	"2003/08"	566	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2003"	"2003"	"Sep., 2003"	"2003/09"	500	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2003"	"2003"	"Oct., 2003"	"2003/10"	512	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2003"	"2003"	"Nov., 2003"	"2003/11"	489	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2003"	"2003"	"Dec., 2003"	"2003/12"	500	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2004"	"2004"	"Jan., 2004"	"2004/01"	545	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2004"	"2004"	"Feb., 2004"	"2004/02"	535	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2004"	"2004"	"Mar., 2004"	"2004/03"	565	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2004"	"2004"	"Apr., 2004"	"2004/04"	601	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2004"	"2004"	"May, 2004"	"2004/05"	576	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2004"	"2004"	"Jun., 2004"	"2004/06"	622	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2004"	"2004"	"Jul., 2004"	"2004/07"	678	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2004"	"2004"	"Aug., 2004"	"2004/08"	592	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2004"	"2004"	"Sep., 2004"	"2004/09"	553	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2004"	"2004"	"Oct., 2004"	"2004/10"	573	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2004"	"2004"	"Nov., 2004"	"2004/11"	521	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2004"	"2004"	"Dec., 2004"	"2004/12"	524	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2005"	"2005"	"Jan., 2005"	"2005/01"	555	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2005"	"2005"	"Feb., 2005"	"2005/02"	518	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2005"	"2005"	"Mar., 2005"	"2005/03"	616	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2005"	"2005"	"Apr., 2005"	"2005/04"	582	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2005"	"2005"	"May, 2005"	"2005/05"	597	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2005"	"2005"	"Jun., 2005"	"2005/06"	629	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2005"	"2005"	"Jul., 2005"	"2005/07"	571	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2005"	"2005"	"Aug., 2005"	"2005/08"	600	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2005"	"2005"	"Sep., 2005"	"2005/09"	587	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2005"	"2005"	"Oct., 2005"	"2005/10"	602	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2005"	"2005"	"Nov., 2005"	"2005/11"	556	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2005"	"2005"	"Dec., 2005"	"2005/12"	563	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2006"	"2006"	"Jan., 2006"	"2006/01"	600	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2006"	"2006"	"Feb., 2006"	"2006/02"	549	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2006"	"2006"	"Mar., 2006"	"2006/03"	621	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2006"	"2006"	"Apr., 2006"	"2006/04"	625	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2006"	"2006"	"May, 2006"	"2006/05"	641	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2006"	"2006"	"Jun., 2006"	"2006/06"	631	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2006"	"2006"	"Jul., 2006"	"2006/07"	654	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2006"	"2006"	"Aug., 2006"	"2006/08"	629	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2006"	"2006"	"Sep., 2006"	"2006/09"	628	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2006"	"2006"	"Oct., 2006"	"2006/10"	631	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2006"	"2006"	"Nov., 2006"	"2006/11"	607	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2006"	"2006"	"Dec., 2006"	"2006/12"	588	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2007"	"2007"	"Jan., 2007"	"2007/01"	598	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2007"	"2007"	"Feb., 2007"	"2007/02"	529	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2007"	"2007"	"Mar., 2007"	"2007/03"	643	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2007"	"2007"	"Apr., 2007"	"2007/04"	631	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2007"	"2007"	"May, 2007"	"2007/05"	692	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2007"	"2007"	"Jun., 2007"	"2007/06"	673	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2007"	"2007"	"Jul., 2007"	"2007/07"	702	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2007"	"2007"	"Aug., 2007"	"2007/08"	667	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2007"	"2007"	"Sep., 2007"	"2007/09"	693	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2007"	"2007"	"Oct., 2007"	"2007/10"	697	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2007"	"2007"	"Nov., 2007"	"2007/11"	620	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2007"	"2007"	"Dec., 2007"	"2007/12"	615	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2008"	"2008"	"Jan., 2008"	"2008/01"	706	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2008"	"2008"	"Feb., 2008"	"2008/02"	638	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2008"	"2008"	"Mar., 2008"	"2008/03"	702	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2008"	"2008"	"Apr., 2008"	"2008/04"	714	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2008"	"2008"	"May, 2008"	"2008/05"	745	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2008"	"2008"	"Jun., 2008"	"2008/06"	725	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2008"	"2008"	"Jul., 2008"	"2008/07"	740	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2008"	"2008"	"Aug., 2008"	"2008/08"	652	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2008"	"2008"	"Sep., 2008"	"2008/09"	723	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2008"	"2008"	"Oct., 2008"	"2008/10"	670	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2008"	"2008"	"Nov., 2008"	"2008/11"	630	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2008"	"2008"	"Dec., 2008"	"2008/12"	621	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2009"	"2009"	"Jan., 2009"	"2009/01"	719	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2009"	"2009"	"Feb., 2009"	"2009/02"	579	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2009"	"2009"	"Mar., 2009"	"2009/03"	703	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2009"	"2009"	"Apr., 2009"	"2009/04"	709	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2009"	"2009"	"May, 2009"	"2009/05"	769	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2009"	"2009"	"Jun., 2009"	"2009/06"	753	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2009"	"2009"	"Jul., 2009"	"2009/07"	780	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2009"	"2009"	"Aug., 2009"	"2009/08"	760	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2009"	"2009"	"Sep., 2009"	"2009/09"	772	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2009"	"2009"	"Oct., 2009"	"2009/10"	739	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2009"	"2009"	"Nov., 2009"	"2009/11"	646	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"2009"	"2009"	"Dec., 2009"	"2009/12"	650	Not Applicable	Not Applicable
