"Notes"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"15-24 years"	"15-24"	"2010"	"2010"	"Nov., 2010"	"2010/11"	379	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2010"	"2010"	"Dec., 2010"	"2010/12"	339	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2011"	"2011"	"Jan., 2011"	"2011/01"	388	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2011"	"2011"	"Feb., 2011"	"2011/02"	386	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2011"	"2011"	"Mar., 2011"	"2011/03"	408	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2011"	"2011"	"Apr., 2011"	"2011/04"	431	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2011"	"2011"	"May, 2011"	"2011/05"	444	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2011"	"2011"	"Jun., 2011"	"2011/06"	373	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2011"	"2011"	"Jul., 2011"	"2011/07"	406	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2011"	"2011"	"Aug., 2011"	"2011/08"	385	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2011"	"2011"	"Sep., 2011"	"2011/09"	436	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2011"	"2011"	"Oct., 2011"	"2011/10"	407	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2011"	"2011"	"Nov., 2011"	"2011/11"	378	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2011"	"2011"	"Dec., 2011"	"2011/12"	377	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2012"	"2012"	"Jan., 2012"	"2012/01"	447	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2012"	"2012"	"Feb., 2012"	"2012/02"	373	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2012"	"2012"	"Mar., 2012"	"2012/03"	393	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2012"	"2012"	"Apr., 2012"	"2012/04"	435	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2012"	"2012"	"May, 2012"	"2012/05"	425	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2012"	"2012"	"Jun., 2012"	"2012/06"	393	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2012"	"2012"	"Jul., 2012"	"2012/07"	387	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2012"	"2012"	"Aug., 2012"	"2012/08"	425	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2012"	"2012"	"Sep., 2012"	"2012/09"	424	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2012"	"2012"	"Oct., 2012"	"2012/10"	401	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2012"	"2012"	"Nov., 2012"	"2012/11"	384	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2012"	"2012"	"Dec., 2012"	"2012/12"	377	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2013"	"2013"	"Jan., 2013"	"2013/01"	405	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2013"	"2013"	"Feb., 2013"	"2013/02"	361	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2013"	"2013"	"Mar., 2013"	"2013/03"	456	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2013"	"2013"	"Apr., 2013"	"2013/04"	453	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2013"	"2013"	"May, 2013"	"2013/05"	437	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2013"	"2013"	"Jun., 2013"	"2013/06"	372	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2013"	"2013"	"Jul., 2013"	"2013/07"	398	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2013"	"2013"	"Aug., 2013"	"2013/08"	422	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2013"	"2013"	"Sep., 2013"	"2013/09"	408	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2013"	"2013"	"Oct., 2013"	"2013/10"	429	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2013"	"2013"	"Nov., 2013"	"2013/11"	348	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2013"	"2013"	"Dec., 2013"	"2013/12"	381	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2014"	"2014"	"Jan., 2014"	"2014/01"	405	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2014"	"2014"	"Feb., 2014"	"2014/02"	376	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2014"	"2014"	"Mar., 2014"	"2014/03"	433	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2014"	"2014"	"Apr., 2014"	"2014/04"	435	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2014"	"2014"	"May, 2014"	"2014/05"	365	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2014"	"2014"	"Jun., 2014"	"2014/06"	373	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2014"	"2014"	"Jul., 2014"	"2014/07"	399	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2014"	"2014"	"Aug., 2014"	"2014/08"	469	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2014"	"2014"	"Sep., 2014"	"2014/09"	475	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2014"	"2014"	"Oct., 2014"	"2014/10"	470	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2014"	"2014"	"Nov., 2014"	"2014/11"	473	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2014"	"2014"	"Dec., 2014"	"2014/12"	408	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2015"	"2015"	"Jan., 2015"	"2015/01"	465	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2015"	"2015"	"Feb., 2015"	"2015/02"	387	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2015"	"2015"	"Mar., 2015"	"2015/03"	470	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2015"	"2015"	"Apr., 2015"	"2015/04"	496	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2015"	"2015"	"May, 2015"	"2015/05"	519	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2015"	"2015"	"Jun., 2015"	"2015/06"	410	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2015"	"2015"	"Jul., 2015"	"2015/07"	465	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2015"	"2015"	"Aug., 2015"	"2015/08"	460	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2015"	"2015"	"Sep., 2015"	"2015/09"	432	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2015"	"2015"	"Oct., 2015"	"2015/10"	476	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2015"	"2015"	"Nov., 2015"	"2015/11"	434	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2015"	"2015"	"Dec., 2015"	"2015/12"	472	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2016"	"2016"	"Jan., 2016"	"2016/01"	490	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2016"	"2016"	"Feb., 2016"	"2016/02"	458	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2016"	"2016"	"Mar., 2016"	"2016/03"	486	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2016"	"2016"	"Apr., 2016"	"2016/04"	487	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2016"	"2016"	"May, 2016"	"2016/05"	497	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2016"	"2016"	"Jun., 2016"	"2016/06"	417	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2016"	"2016"	"Jul., 2016"	"2016/07"	445	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2016"	"2016"	"Aug., 2016"	"2016/08"	519	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2016"	"2016"	"Sep., 2016"	"2016/09"	455	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2016"	"2016"	"Oct., 2016"	"2016/10"	519	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2016"	"2016"	"Nov., 2016"	"2016/11"	481	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2016"	"2016"	"Dec., 2016"	"2016/12"	459	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2017"	"2017"	"Jan., 2017"	"2017/01"	485	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2017"	"2017"	"Feb., 2017"	"2017/02"	419	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2017"	"2017"	"Mar., 2017"	"2017/03"	533	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2017"	"2017"	"Apr., 2017"	"2017/04"	557	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2017"	"2017"	"May, 2017"	"2017/05"	564	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2017"	"2017"	"Jun., 2017"	"2017/06"	518	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2017"	"2017"	"Jul., 2017"	"2017/07"	511	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2017"	"2017"	"Aug., 2017"	"2017/08"	563	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2017"	"2017"	"Sep., 2017"	"2017/09"	507	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2017"	"2017"	"Oct., 2017"	"2017/10"	564	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2017"	"2017"	"Nov., 2017"	"2017/11"	513	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2017"	"2017"	"Dec., 2017"	"2017/12"	507	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2018"	"2018"	"Jan., 2018"	"2018/01"	575	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2018"	"2018"	"Feb., 2018"	"2018/02"	524	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2018"	"2018"	"Mar., 2018"	"2018/03"	526	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2018"	"2018"	"Apr., 2018"	"2018/04"	493	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2018"	"2018"	"May, 2018"	"2018/05"	564	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2018"	"2018"	"Jun., 2018"	"2018/06"	496	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2018"	"2018"	"Jul., 2018"	"2018/07"	515	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2018"	"2018"	"Aug., 2018"	"2018/08"	509	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2018"	"2018"	"Sep., 2018"	"2018/09"	514	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2018"	"2018"	"Oct., 2018"	"2018/10"	543	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2018"	"2018"	"Nov., 2018"	"2018/11"	484	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2018"	"2018"	"Dec., 2018"	"2018/12"	467	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2019"	"2019"	"Jan., 2019"	"2019/01"	503	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2019"	"2019"	"Feb., 2019"	"2019/02"	429	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2019"	"2019"	"Mar., 2019"	"2019/03"	537	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2019"	"2019"	"Apr., 2019"	"2019/04"	513	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2019"	"2019"	"May, 2019"	"2019/05"	495	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2019"	"2019"	"Jun., 2019"	"2019/06"	495	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2019"	"2019"	"Jul., 2019"	"2019/07"	492	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2019"	"2019"	"Aug., 2019"	"2019/08"	463	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2019"	"2019"	"Sep., 2019"	"2019/09"	524	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2019"	"2019"	"Oct., 2019"	"2019/10"	553	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2019"	"2019"	"Nov., 2019"	"2019/11"	473	Not Applicable	Not Applicable
	"15-24 years"	"15-24"	"2019"	"2019"	"Dec., 2019"	"2019/12"	477	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"1999"	"1999"	"Jan., 1999"	"1999/01"	447	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"1999"	"1999"	"Feb., 1999"	"1999/02"	404	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"1999"	"1999"	"Mar., 1999"	"1999/03"	397	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"1999"	"1999"	"Apr., 1999"	"1999/04"	447	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"1999"	"1999"	"May, 1999"	"1999/05"	448	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"1999"	"1999"	"Jun., 1999"	"1999/06"	414	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"1999"	"1999"	"Jul., 1999"	"1999/07"	482	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"1999"	"1999"	"Aug., 1999"	"1999/08"	447	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"1999"	"1999"	"Sep., 1999"	"1999/09"	385	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"1999"	"1999"	"Oct., 1999"	"1999/10"	416	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"1999"	"1999"	"Nov., 1999"	"1999/11"	427	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"1999"	"1999"	"Dec., 1999"	"1999/12"	385	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2000"	"2000"	"Jan., 2000"	"2000/01"	427	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2000"	"2000"	"Feb., 2000"	"2000/02"	391	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2000"	"2000"	"Mar., 2000"	"2000/03"	437	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2000"	"2000"	"Apr., 2000"	"2000/04"	385	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2000"	"2000"	"May, 2000"	"2000/05"	407	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2000"	"2000"	"Jun., 2000"	"2000/06"	400	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2000"	"2000"	"Jul., 2000"	"2000/07"	406	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2000"	"2000"	"Aug., 2000"	"2000/08"	437	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2000"	"2000"	"Sep., 2000"	"2000/09"	390	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2000"	"2000"	"Oct., 2000"	"2000/10"	377	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2000"	"2000"	"Nov., 2000"	"2000/11"	346	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2000"	"2000"	"Dec., 2000"	"2000/12"	386	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2001"	"2001"	"Jan., 2001"	"2001/01"	430	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2001"	"2001"	"Feb., 2001"	"2001/02"	397	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2001"	"2001"	"Mar., 2001"	"2001/03"	410	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2001"	"2001"	"Apr., 2001"	"2001/04"	443	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2001"	"2001"	"May, 2001"	"2001/05"	452	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2001"	"2001"	"Jun., 2001"	"2001/06"	424	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2001"	"2001"	"Jul., 2001"	"2001/07"	439	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2001"	"2001"	"Aug., 2001"	"2001/08"	436	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2001"	"2001"	"Sep., 2001"	"2001/09"	408	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2001"	"2001"	"Oct., 2001"	"2001/10"	408	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2001"	"2001"	"Nov., 2001"	"2001/11"	399	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2001"	"2001"	"Dec., 2001"	"2001/12"	413	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2002"	"2002"	"Jan., 2002"	"2002/01"	450	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2002"	"2002"	"Feb., 2002"	"2002/02"	368	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2002"	"2002"	"Mar., 2002"	"2002/03"	392	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2002"	"2002"	"Apr., 2002"	"2002/04"	429	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2002"	"2002"	"May, 2002"	"2002/05"	436	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2002"	"2002"	"Jun., 2002"	"2002/06"	447	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2002"	"2002"	"Jul., 2002"	"2002/07"	476	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2002"	"2002"	"Aug., 2002"	"2002/08"	421	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2002"	"2002"	"Sep., 2002"	"2002/09"	420	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2002"	"2002"	"Oct., 2002"	"2002/10"	429	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2002"	"2002"	"Nov., 2002"	"2002/11"	397	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2002"	"2002"	"Dec., 2002"	"2002/12"	372	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2003"	"2003"	"Jan., 2003"	"2003/01"	449	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2003"	"2003"	"Feb., 2003"	"2003/02"	378	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2003"	"2003"	"Mar., 2003"	"2003/03"	448	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2003"	"2003"	"Apr., 2003"	"2003/04"	419	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2003"	"2003"	"May, 2003"	"2003/05"	420	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2003"	"2003"	"Jun., 2003"	"2003/06"	434	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2003"	"2003"	"Jul., 2003"	"2003/07"	425	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2003"	"2003"	"Aug., 2003"	"2003/08"	417	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2003"	"2003"	"Sep., 2003"	"2003/09"	415	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2003"	"2003"	"Oct., 2003"	"2003/10"	410	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2003"	"2003"	"Nov., 2003"	"2003/11"	422	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2003"	"2003"	"Dec., 2003"	"2003/12"	415	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2004"	"2004"	"Jan., 2004"	"2004/01"	398	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2004"	"2004"	"Feb., 2004"	"2004/02"	378	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2004"	"2004"	"Mar., 2004"	"2004/03"	432	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2004"	"2004"	"Apr., 2004"	"2004/04"	431	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2004"	"2004"	"May, 2004"	"2004/05"	414	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2004"	"2004"	"Jun., 2004"	"2004/06"	425	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2004"	"2004"	"Jul., 2004"	"2004/07"	456	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2004"	"2004"	"Aug., 2004"	"2004/08"	411	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2004"	"2004"	"Sep., 2004"	"2004/09"	446	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2004"	"2004"	"Oct., 2004"	"2004/10"	470	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2004"	"2004"	"Nov., 2004"	"2004/11"	420	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2004"	"2004"	"Dec., 2004"	"2004/12"	383	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2005"	"2005"	"Jan., 2005"	"2005/01"	400	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2005"	"2005"	"Feb., 2005"	"2005/02"	375	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2005"	"2005"	"Mar., 2005"	"2005/03"	449	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2005"	"2005"	"Apr., 2005"	"2005/04"	431	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2005"	"2005"	"May, 2005"	"2005/05"	444	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2005"	"2005"	"Jun., 2005"	"2005/06"	409	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2005"	"2005"	"Jul., 2005"	"2005/07"	419	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2005"	"2005"	"Aug., 2005"	"2005/08"	413	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2005"	"2005"	"Sep., 2005"	"2005/09"	427	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2005"	"2005"	"Oct., 2005"	"2005/10"	430	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2005"	"2005"	"Nov., 2005"	"2005/11"	385	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2005"	"2005"	"Dec., 2005"	"2005/12"	399	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2006"	"2006"	"Jan., 2006"	"2006/01"	409	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2006"	"2006"	"Feb., 2006"	"2006/02"	354	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2006"	"2006"	"Mar., 2006"	"2006/03"	391	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2006"	"2006"	"Apr., 2006"	"2006/04"	416	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2006"	"2006"	"May, 2006"	"2006/05"	463	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2006"	"2006"	"Jun., 2006"	"2006/06"	477	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2006"	"2006"	"Jul., 2006"	"2006/07"	451	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2006"	"2006"	"Aug., 2006"	"2006/08"	414	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2006"	"2006"	"Sep., 2006"	"2006/09"	413	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2006"	"2006"	"Oct., 2006"	"2006/10"	411	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2006"	"2006"	"Nov., 2006"	"2006/11"	376	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2006"	"2006"	"Dec., 2006"	"2006/12"	391	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2007"	"2007"	"Jan., 2007"	"2007/01"	459	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2007"	"2007"	"Feb., 2007"	"2007/02"	349	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2007"	"2007"	"Mar., 2007"	"2007/03"	430	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2007"	"2007"	"Apr., 2007"	"2007/04"	403	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2007"	"2007"	"May, 2007"	"2007/05"	469	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2007"	"2007"	"Jun., 2007"	"2007/06"	489	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2007"	"2007"	"Jul., 2007"	"2007/07"	476	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2007"	"2007"	"Aug., 2007"	"2007/08"	453	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2007"	"2007"	"Sep., 2007"	"2007/09"	433	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2007"	"2007"	"Oct., 2007"	"2007/10"	442	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2007"	"2007"	"Nov., 2007"	"2007/11"	443	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2007"	"2007"	"Dec., 2007"	"2007/12"	423	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2008"	"2008"	"Jan., 2008"	"2008/01"	460	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2008"	"2008"	"Feb., 2008"	"2008/02"	413	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2008"	"2008"	"Mar., 2008"	"2008/03"	437	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2008"	"2008"	"Apr., 2008"	"2008/04"	445	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2008"	"2008"	"May, 2008"	"2008/05"	459	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2008"	"2008"	"Jun., 2008"	"2008/06"	442	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2008"	"2008"	"Jul., 2008"	"2008/07"	481	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2008"	"2008"	"Aug., 2008"	"2008/08"	459	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2008"	"2008"	"Sep., 2008"	"2008/09"	461	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2008"	"2008"	"Oct., 2008"	"2008/10"	421	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2008"	"2008"	"Nov., 2008"	"2008/11"	400	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2008"	"2008"	"Dec., 2008"	"2008/12"	411	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2009"	"2009"	"Jan., 2009"	"2009/01"	429	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2009"	"2009"	"Feb., 2009"	"2009/02"	403	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2009"	"2009"	"Mar., 2009"	"2009/03"	430	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2009"	"2009"	"Apr., 2009"	"2009/04"	413	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2009"	"2009"	"May, 2009"	"2009/05"	459	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2009"	"2009"	"Jun., 2009"	"2009/06"	509	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2009"	"2009"	"Jul., 2009"	"2009/07"	464	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2009"	"2009"	"Aug., 2009"	"2009/08"	495	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2009"	"2009"	"Sep., 2009"	"2009/09"	454	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"2009"	"2009"	"Oct., 2009"	"2009/10"	421	Not Applicable	Not Applicable
